age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
26,F,553,En Couple,2,FALSE,6318 ER 39
51,F,495,En Couple,4,FALSE,1392 KH 17
20,M,425,En Couple,2,FALSE,2586 TE 33
42,M,419,En Couple,1,FALSE,8363 OC 34
50,M,474,En Couple,3,FALSE,4391 WC 70
28,M,1328,Célibataire,0,FALSE,4477 LP 75
46,F,497,Célibataire,0,FALSE,2580 MJ 98
22,M,577,En Couple,2,FALSE,2743 WY 74
81,F,455,En Couple,2,FALSE,5914 DJ 61
57,M,210,Célibataire,0,FALSE,5687 VK 22
62,M,584,En Couple,2,FALSE,8186 EE 75
71,M,462,En Couple,3,FALSE,2805 ET 32
18,M,204,En Couple,1,FALSE,7601 KR 42
58,N/D,152,En Couple,2,FALSE,7314 HH 17
31,F,443,Célibataire,0,FALSE,2277 LD 49
21,M,512,Célibataire,0,FALSE,9992 WX 37
20,M,401,Seule,1,FALSE,9334 VH 85
23,M,708,En Couple,1,FALSE,7166 ZV 47
29,M,157,Célibataire,0,FALSE,2432 TM 23
79,M,153,Célibataire,0,FALSE,3139 EP 26
39,F,819,En Couple,2,FALSE,117 WM 71
26,M,581,En Couple,1,FALSE,9744 EM 68
45,F,240,Célibataire,0,FALSE,3669 HK 94
39,F,748,En Couple,1,TRUE,4313 EG 45
50,F,1284,Célibataire,0,FALSE,1816 KI 89
59,M,219,En Couple,0,FALSE,9610 XA 59
49,F,1076,Célibataire,0,FALSE,8192 QT 35
26,F,192,Seule,2,FALSE,4235 YE 90
29,F,709,En Couple,3,TRUE,7834 AM 44
48,F,542,Célibataire,0,FALSE,173 MU 78
40,F,428,En Couple,3,FALSE,3851 PI 23
28,M,480,Célibataire,0,FALSE,3740 WK 88
28,F,197,Célibataire,0,FALSE,9348 WY 44
62,M,1001,Célibataire,0,FALSE,5261 ZQ 14
38,M,1326,Célibataire,0,FALSE,4895 LU 21
55,M,157,Célibataire,0,FALSE,767 QT 96
82,F,978,En Couple,2,FALSE,1601 TM 40
61,M,533,En Couple,2,TRUE,3899 RZ 89
29,F,1079,En Couple,0,FALSE,2888 GA 70
41,M,241,En Couple,1,FALSE,7766 OV 41
33,M,560,En Couple,3,FALSE,7405 HW 43
53,F,1395,Célibataire,0,FALSE,4940 VP 23
44,M,424,En Couple,3,FALSE,2353 SE 16
59,M,794,En Couple,4,FALSE,8020 VS 56
33,M,498,En Couple,1,FALSE,3232 KV 63
20,M,404,Célibataire,0,FALSE,128 VJ 33
69,F,426,En Couple,4,FALSE,1795 XW 28
27,F,436,En Couple,0,FALSE,2043 IG 14
44,M,570,En Couple,2,FALSE,8663 IU 74
70,M,713,En Couple,0,FALSE,298 KV 39
25,F,176,En Couple,3,TRUE,7320 DU 81
41,F,470,En Couple,0,FALSE,734 LM 52
36,F,584,Célibataire,0,FALSE,6107 BA 50
30,M,563,En Couple,3,TRUE,1470 GM 25
41,M,166,En Couple,0,FALSE,6845 HN 87
46,F,418,En Couple,2,FALSE,2047 DD 61
24,F,220,Seule,3,FALSE,9191 TD 82
22,M,423,En Couple,4,TRUE,2189 WI 11
83,F,235,En Couple,1,TRUE,7451 WG 41
20,M,1296,En Couple,0,FALSE,497 CN 96
69,M,455,Célibataire,0,FALSE,6677 HE 94
79,F,234,En Couple,0,FALSE,7514 PE 42
27,M,474,En Couple,0,FALSE,9500 OG 28
28,F,1187,En Couple,2,FALSE,8902 EM 33
79,M,597,En Couple,1,TRUE,4560 EJ 64
42,M,578,En Couple,2,FALSE,488 JS 31
65,Homme,790,En Couple,0,FALSE,7163 HH 59
75,M,512,Célibataire,0,FALSE,2816 TJ 25
54,M,420,Célibataire,0,FALSE,6242 BV 95
44,M,401,En Couple,4,FALSE,9001 TN 18
46,F,735,Célibataire,0,FALSE,8211 HM 34
27,M,156,En Couple,4,FALSE,7683 LZ 63
59,M,968,Célibataire,0,FALSE,7014 IZ 75
32,M,1396,En Couple,4,FALSE,5311 KR 91
42,F,176,En Couple,3,FALSE,2670 VP 25
55,F,414,En Couple,0,FALSE,6641 EY 72
31,Masculin,187,En Couple,0,FALSE,8087 MG 56
26,F,429,Célibataire,0,FALSE,5245 KV 98
23,M,481,En Couple,4,FALSE,4887 EG 66
23,M,444,Célibataire,0,FALSE,8956 UU 96
67,M,177,Célibataire,0,FALSE,5518 KS 28
59,M,1330,En Couple,2,FALSE,3333 FD 43
50,F,564,En Couple,2,FALSE,5272 EH 73
29,M,790,En Couple,2,FALSE,1543 BU 12
54,M,186,En Couple,1,FALSE,2999 EX 94
59,M,559,Célibataire,0,FALSE,9339 IQ 20
39,M,406,Célibataire,0,FALSE,1355 KN 18
67,M,935,En Couple,4,FALSE,9012 RJ 37
21,F,465,Marié(e),2,FALSE,252 SN 95
59,M,474,Célibataire,0,FALSE,8336 SG 20
30,M,539,En Couple,1,FALSE,7451 CX 92
48,M,185,En Couple,2,TRUE,4645 SX 31
24,M,702,En Couple,2,FALSE,6631 CB 92
21,M,232,En Couple,3,FALSE,5782 RQ 17
52,M,476,En Couple,3,TRUE,2372 MK 73
34,F,505,Célibataire,0,FALSE,4286 KG 61
51,F,457,Célibataire,0,FALSE,4706 DD 70
23,F,575,En Couple,3,FALSE,6722 LG 17
42,M,1015,En Couple,-1,FALSE,8190 KQ 23
40,M,514,En Couple,2,TRUE,753 DB 53
24,M,1237,En Couple,2,FALSE,6058 VY 65
34,M,522,En Couple,1,FALSE,5892 NZ 20
56,F,1254,En Couple,4,FALSE,3220 YG 57
77,M,1134,En Couple,3,FALSE,3664 QN 52
26,M,417,En Couple,0,FALSE,7639 AX 31
23,F,457,Célibataire,0,FALSE,9152 MK 85
61,M,596,En Couple,0,FALSE,1074 LG 94
71,M,1367,En Couple,1,FALSE,7629 EC 10
81,F,418,En Couple,3,FALSE,68 DD 86
37,M,193,Célibataire,0,FALSE,1864 NA 70
50,M,526,Célibataire,0,FALSE,4674 GW 51
73,F,1201,En Couple,3,FALSE,7532 MC 28
72,M,457,En Couple,2,FALSE,732 KK 31
19,M,227,En Couple,3,FALSE,2686 SC 76
59,M,595,En Couple,0,FALSE,1501 PY 58
51,F,1215,En Couple,0,FALSE,830 LG 47
38,F,403,Célibataire,0,FALSE,4058 TX 52
80,M,150,En Couple,2,FALSE,9686 XT 32
53,M,458,En Couple,0,FALSE,9840 WJ 18
41,M,190,En Couple,0,FALSE,1207 UN 42
83,F,229,En Couple,2,FALSE,2599 SS 77
38,F,486,En Couple,1,FALSE,9728 CZ 30
42,F,173,En Couple,3,FALSE,5043 BU 57
50,M,1290,Célibataire,0,FALSE,40 TX 64
74,M,476,Seule,1,FALSE,9599 EL 15
23,F,1143,En Couple,0,FALSE,3409 YJ 73
59,M,245,En Couple,1,FALSE,5666 IA 94
48,F,533,En Couple,1,TRUE,4165 LQ 83
34,M,193,En Couple,0,FALSE,9307 UK 43
18,M,1099,En Couple,4,FALSE,5850 EX 62
30,M,422,N/D,0,FALSE,5719 OD 90
56,Masculin,885,En Couple,0,FALSE,9552 RL 76
24,F,1188,En Couple,1,FALSE,4023 ED 61
56,M,529,Célibataire,0,FALSE,1790 SM 46
19,F,150,Célibataire,0,FALSE,7276 RJ 57
26,M,529,Célibataire,0,FALSE,1754 GJ 65
36,M,586,En Couple,2,FALSE,5837 FQ 83
56,M,441,Célibataire,0,FALSE,8064 MX 19
21,F,1337,Célibataire,0,FALSE,8141 TA 19
68,F,990,En Couple,0,TRUE,247 WB 56
35,M,560,En Couple,0,FALSE,2919 KR 84
28,M,215,Célibataire,0,FALSE,66 PN 29
56,M,447,En Couple,1,FALSE,483 ML 90
75,M,573,Célibataire,0,FALSE,3786 AE 12
42,M,442,En Couple,0,FALSE,9472 RB 38
32,M,543,Seule,3,FALSE,3606 MN 59
33,M,1276,Célibataire,0,FALSE,7802 PA 26
37,M,481,En Couple,2,FALSE,1140 JM 10
28,M,704,Célibataire,0,FALSE,8051 JU 49
22,F,757,Célibataire,0,FALSE,4911 IY 90
32,M,525,En Couple,1,TRUE,2667 UA 58
45,F,1240,Célibataire,0,FALSE,889 LM 62
59,M,403,Célibataire,0,FALSE,601 NN 98
82,M,516,En Couple,1,FALSE,1184 OQ 43
42,F,1260,Célibataire,0,FALSE,3345 KI 65
29,F,434,En Couple,0,FALSE,9706 XY 63
56,M,586,En Couple,4,FALSE,894 TH 60
37,M,474,Célibataire,0,FALSE,1834 VF 50
29,Homme,419,En Couple,3,FALSE,6422 OP 71
51,M,184,Célibataire,0,FALSE,3275 DB 88
76,M,219,En Couple,1,FALSE,731 IN 83
38,M,1315,En Couple,1,FALSE,3553 PZ 12
44,M,-1,Célibataire,0,FALSE,3462 IR 68
27,M,831,En Couple,3,FALSE,829 ZQ 38
29,M,181,Célibataire,0,FALSE,5372 BZ 23
31,Homme,1118,En Couple,2,FALSE,343 YQ 20
80,M,924,En Couple,0,FALSE,6042 GM 98
44,F,523,En Couple,3,FALSE,2803 YC 56
35,F,556,En Couple,1,FALSE,8042 CZ 94
52,F,482,En Couple,2,FALSE,2559 MS 44
26,M,1081,En Couple,3,FALSE,8350 QI 88
59,M,599,Célibataire,0,FALSE,1024 IW 34
31,M,1295,Célibataire,0,FALSE,7841 QL 88
78,M,976,Célibataire,0,FALSE,6954 DM 33
44,M,207,En Couple,2,FALSE,6763 UK 55
67,Homme,1313,En Couple,2,FALSE,8151 VS 60
65,M,1217,En Couple,0,FALSE,2859 SO 79
22,M,935,Seule,1,FALSE,6444 HF 42
33,F,535,En Couple,0,FALSE,8620 EG 49
65,F,211,En Couple,1,FALSE,3849 JI 24
31,M,1075,En Couple,0,TRUE,5458 PP 16
35,M,541,Célibataire,0,FALSE,8679 NQ 76
54,M,1206,En Couple,2,FALSE,492 UM 36
26,M,1299,Célibataire,0,FALSE,2585 QJ 54
42,M,928,Célibataire,0,FALSE,7009 BM 72
33,M,194,Célibataire,0,FALSE,1389 SY 52
27,F,458,Seule,1,FALSE,6069 UQ 77
50,M,880,En Couple,2,FALSE,9770 SA 95
26,M,493,En Couple,2,FALSE,6387 KR 16
41,M,1210,En Couple,1,FALSE,2594 KC 21
68,M,240,Seule,2,FALSE,9841 GJ 27
28,M,1048,En Couple,2,FALSE,9311 XI 58
50,F,429,En Couple,1,FALSE,5809 AI 43
46,M,406,En Couple,2,TRUE,1798 RP 64
19,M,224,En Couple,4,FALSE,5420 US 53
38,F,224,En Couple,1,FALSE,4521 DB 45
75,M,441,En Couple,0,FALSE,5559 MG 47
33,F,404,Célibataire,0,FALSE,2238 UK 65
30,M,411,En Couple,3,FALSE,2159 UY 17
41,F,191,En Couple,3,FALSE,3883 FA 39
48,M,1085,Célibataire,0,FALSE,7582 RN 82
71,M,224,Célibataire,0,FALSE,92 AK 71
39,M,1334,En Couple,0,TRUE,2518 JT 69
20,F,476,En Couple,1,TRUE,840 PV 49
81,M,242,Seule,2,FALSE,514 QY 15
20,Féminin,1307,En Couple,0,FALSE,8209 UN 83
39,M,224,Célibataire,0,FALSE,6457 MS 88
57,F,464,Célibataire,0,FALSE,2562 UH 89
56,F,562,En Couple,0,FALSE,7692 BG 63
26,M,188,Célibataire,0,FALSE,6321 GR 80
55,F,1177,Célibataire,0,FALSE,6325 ER 30
25,F,712,En Couple,1,FALSE,1660 AF 22
65,Masculin,214,Seule,2,FALSE,6440 AY 81
18,M,198,En Couple,2,FALSE,2061 YS 41
44,F,479,Célibataire,0,FALSE,7636 RE 37
53,F,1277,En Couple,2,FALSE,8424 OF 58
-1,M,509,En Couple,2,FALSE,3632 DK 17
52,F,1267,En Couple,1,TRUE,1753 PN 72
44,M,192,Célibataire,0,FALSE,896 CD 96
28,M,239,En Couple,1,FALSE,5609 PT 22
54,M,551,Célibataire,0,FALSE,7647 HE 80
24,M,579,Célibataire,0,FALSE,2520 SJ 86
45,M,1161,En Couple,1,FALSE,6307 ZL 85
33,F,454,Célibataire,0,FALSE,8129 GK 15
40,M,482,En Couple,0,FALSE,2862 JY 14
28,Homme,564,En Couple,0,FALSE,1338 LL 50
40,M,1225,En Couple,0,FALSE,200 LD 27
32,M,754,Célibataire,0,FALSE,2195 CL 13
82,M,1052,En Couple,2,TRUE,936 QT 47
61,M,750,En Couple,4,TRUE,7700 UU 70
32,M,162,En Couple,4,TRUE,4970 SM 47
39,M,561,En Couple,1,FALSE,1857 GS 27
59,M,401,En Couple,0,FALSE,2648 IP 13
22,M,1024,Célibataire,0,FALSE,7559 TV 92
24,F,1223,En Couple,3,FALSE,356 YY 31
63,M,707,En Couple,3,TRUE,4718 BC 57
36,M,1185,En Couple,1,FALSE,8121 BR 30
18,F,230,Célibataire,0,FALSE,4230 FB 81
42,M,789,En Couple,4,FALSE,1678 VA 63
20,M,210,En Couple,1,FALSE,4716 QB 40
44,M,160,En Couple,2,FALSE,1716 RF 72
18,M,592,Célibataire,0,FALSE,4804 PW 58
83,M,804,Célibataire,0,FALSE,8229 IT 10
37,Masculin,495,En Couple,2,FALSE,4749 SI 42
50,M,479,En Couple,2,FALSE,6917 BH 32
18,M,580,Célibataire,0,FALSE,8738 GF 35
46,M,462,En Couple,1,FALSE,51 VI 36
74,M,214,En Couple,2,FALSE,2389 FD 51
46,F,419,Célibataire,0,FALSE,2006 CM 11
63,M,451,En Couple,0,FALSE,7956 TB 78
81,M,194,En Couple,2,FALSE,7441 BR 36
46,M,588,En Couple,1,TRUE,7046 TE 68
39,M,411,Célibataire,0,FALSE,4497 FE 49
51,M,1309,En Couple,4,FALSE,6236 LM 57
83,F,1075,Célibataire,0,FALSE,299 XR 18
21,M,449,En Couple,1,FALSE,834 RR 96
62,M,223,Seule,1,FALSE,9665 YV 29
82,M,230,En Couple,3,TRUE,5149 AW 23
61,M,417,En Couple,1,FALSE,6283 WO 47
43,M,479,En Couple,0,FALSE,1436 RS 54
39,F,180,En Couple,0,FALSE,368 RJ 16
33,F,474,En Couple,1,FALSE,872 SH 18
51,M,489,En Couple,0,TRUE,6732 TC 32
26,F,1119,En Couple,2,FALSE,2101 IM 82
49,M,581,En Couple,0,FALSE,3321 OY 37
44,M,218,Célibataire,0,FALSE,5553 MQ 25
66,F,1179,En Couple,0,FALSE,7496 WU 45
18,F,451,En Couple,1,FALSE,3378 XU 64
21,M,213,En Couple,4,FALSE,1910 UV 50
83,M,473,Célibataire,0,FALSE,3578 FY 55
23,F,599,Célibataire,0,FALSE,2618 EL 92
62,F,1218,En Couple,1,FALSE,6100 QE 79
63,M,493,Célibataire,0,FALSE,643 KN 36
69,M,247,En Couple,0,FALSE,4165 DF 73
22,M,211,En Couple,1,FALSE,907 DQ 70
42,M,239,En Couple,1,FALSE,6909 DK 70
56,M,865,Célibataire,0,FALSE,3832 RD 63
50,M,434,En Couple,1,TRUE,8438 GC 43
32,M,592,En Couple,2,FALSE,5992 NV 47
51,M,757,En Couple,2,TRUE,113 YA 58
42,F,222,En Couple,0,FALSE,8658 DD 86
44,M,595,En Couple,3,FALSE,7981 IL 74
36,M,414,En Couple,4,FALSE,5225 SH 21
74,M,530,Seule,2,FALSE,4498 JR 67
23,M,1066,Célibataire,0,FALSE,4745 MO 94
36,M,1244,Célibataire,0,FALSE,8655 LX 66
51,M,409,Seule,1,FALSE,3770 YU 24
23,F,187,En Couple,1,FALSE,8977 OL 44
83,F,242,En Couple,2,TRUE,1418 SG 37
42,N/D,714,Célibataire,0,FALSE,9982 LQ 42
53,M,227,En Couple,2,TRUE,805 GV 87
24,F,554,Célibataire,0,FALSE,4691 JX 35
28,F,221,En Couple,1,FALSE,4958 ST 62
68,F,578,Célibataire,0,FALSE,4075 VD 47
46,F,465,Seul,0,FALSE,5988 AK 40
47,M,923,En Couple,2,TRUE,4777 GP 29
58,M,575,En Couple,0,FALSE,5888 DT 60
61,M,198,En Couple,2,FALSE,9098 EO 12
25,F,414,Seule,2,FALSE,8867 JW 70
28,M,850,En Couple,4,FALSE,9381 ZT 86
38,F,520,En Couple,0,FALSE,6922 OP 32
55,M,489,En Couple,0,FALSE,1820 ZA 83
40,M,1220,En Couple,2,FALSE,3628 AI 25
71,M,586,Célibataire,0,FALSE,6251 ZB 94
83,M,507,Célibataire,0,FALSE,6119 PB 62
48,Féminin,537,En Couple,4,FALSE,821 YS 83
23,F,180,En Couple,4,FALSE,1816 AH 35
50,M,475,Célibataire,0,FALSE,8044 SC 54
62,M,426,En Couple,2,FALSE,9474 KB 83
28,M,1099,En Couple,1,TRUE,9432 HO 35
21,F,514,En Couple,2,FALSE,339 ZA 30
26,M,219,En Couple,0,FALSE,2316 XR 47
49,M,491,En Couple,2,FALSE,4836 BF 78
31,F,940,En Couple,2,FALSE,2725 PE 10
20,M,159,En Couple,2,FALSE,7991 ED 91
76,M,190,En Couple,2,FALSE,8764 OY 87
56,M,1066,En Couple,1,TRUE,3097 DS 43
54,M,1201,En Couple,4,FALSE,5713 JF 60
59,M,778,Célibataire,0,FALSE,7759 JU 67
56,M,400,Célibataire,0,FALSE,4351 ID 13
21,M,503,Célibataire,0,FALSE,4122 QR 93
36,M,598,Seule,3,FALSE,6157 JO 61
24,M,819,Seule,2,FALSE,2117 DV 10
61,F,1168,En Couple,4,FALSE,8121 KA 93
31,M,210,En Couple,1,FALSE,4259 EN 46
31,M,1297,Célibataire,0,FALSE,1244 DT 20
58,M,414,En Couple,0,TRUE,947 AT 27
56,F,513,En Couple,0,TRUE,842 XZ 38
83,M,213,En Couple,0,FALSE,814 ZP 74
21,F,?,En Couple,4,FALSE,3793 JA 86
38,M,414,En Couple,0,FALSE,4901 EV 55
52,F,1202,En Couple,4,TRUE,566 UT 24
28,F,420,Célibataire,0,FALSE,9013 OR 49
29,M,411,Marié(e),1,FALSE,381 QY 65
31,F,915,En Couple,0,FALSE,4836 ZO 94
33,M,914,En Couple,1,FALSE,8896 KR 97
20,M,1108,En Couple,0,TRUE,6403 QM 52
18,F,523,En Couple,1,FALSE,532 NN 46
29,M,569,Célibataire,0,FALSE,2667 IU 49
56,M,1167,En Couple,1,FALSE,3017 KZ 55
32,M,216,Célibataire,0,FALSE,2146 IO 61
29,Féminin,1319,Célibataire,0,FALSE,4680 WQ 35
24,M,410,En Couple,1,FALSE,6213 IK 85
57,F,1376,En Couple,0,FALSE,1764 VJ 95
23,M,543,En Couple,1,TRUE,829 NB 54
24,M,587,En Couple,3,FALSE,9435 TR 33
34,M,911,En Couple,0,TRUE,3436 TO 86
51,M,491,Seule,2,FALSE,9877 LU 17
23,M,1070,Célibataire,0,FALSE,7230 QH 82
35,M,195,En Couple,2,FALSE,7681 ZX 25
78,M,1209,En Couple,3,FALSE,2123 PO 36
79,M,572,En Couple,3,FALSE,4188 NZ 64
40,M,194,Célibataire,0,FALSE,9841 JN 19
76,M,1225,Célibataire,0,FALSE,7355 XC 28
37,M,1375,En Couple,3,FALSE,7755 KW 66
24,M,494,En Couple,2,TRUE,7741 BW 86
49,M,536,En Couple,2,TRUE,7758 QZ 22
38,M,557,En Couple,0,FALSE,3132 KD 54
21,F,457,En Couple,0,FALSE,5688 WX 72
29,M,488,Célibataire,0,FALSE,3738 EH 54
84,F,527,Célibataire,0,FALSE,7058 LL 35
48,Féminin,469,En Couple,3,FALSE,7366 LI 24
42,M,1203,En Couple,4,FALSE,3965 YY 22
53,F,202,En Couple,0,FALSE,1606 OX 88
29,F,538,En Couple,2,FALSE,1062 VJ 23
25,M,515,Célibataire,0,FALSE,6332 RH 24
45,M,467,Célibataire,0,FALSE,115 CW 36
31,M,1046,En Couple,4,TRUE,2692 UJ 54
51,F,543,En Couple,1,FALSE,1620 MZ 49
20,M,508,Célibataire,0,FALSE,5489 QX 83
33,M,407,Célibataire,0,FALSE,3749 KP 35
77,M,248,En Couple,2,FALSE,5093 SJ 40
66,M,239,En Couple,1,FALSE,6840 OL 24
28,M,430,En Couple,0,FALSE,9735 WB 19
41,F,549,En Couple,1,FALSE,1054 QF 21
48,M,482,En Couple,2,FALSE,2252 GH 93
20,M,795,En Couple,0,FALSE,8524 YP 47
73,F,1209,En Couple,1,FALSE,1504 FY 22
30,M,435,Célibataire,0,FALSE,9415 XU 60
29,M,763,Célibataire,0,FALSE,5948 ZC 35
43,M,1048,En Couple,2,FALSE,6715 IG 43
65,M,1245,En Couple,0,FALSE,847 VA 61
77,M,159,En Couple,1,TRUE,4445 FY 67
18,F,174,En Couple,4,FALSE,4599 MB 13
32,F,1140,En Couple,2,FALSE,2782 KY 45
37,F,494,Célibataire,0,FALSE,8519 CR 18
76,F,1268,En Couple,0,FALSE,3224 LK 30
43,F,923,En Couple,1,FALSE,2864 IF 19
26,M,486,Seule,1,FALSE,2032 SY 76
48,M,486,En Couple,1,FALSE,746 LK 23
19,F,523,En Couple,3,TRUE,2596 VK 41
33,M,192,En Couple,1,FALSE,7289 SL 24
23,M,568,Célibataire,0,FALSE,2749 DH 39
59,M,547,Célibataire,0,FALSE,9466 PF 38
70,M,212,En Couple,4,FALSE,3979 WF 17
80,M,513,En Couple,1,FALSE,149 MB 70
64,F,171,En Couple,0,FALSE,5405 AI 92
52,M,503,Célibataire,0,FALSE,7594 UI 43
28,M,1002,En Couple,3,FALSE,4104 HL 43
80,M,208,En Couple,1,FALSE,1830 PS 20
68,M,873,Célibataire,0,FALSE,6205 FH 34
64,F,534,Célibataire,0,FALSE,5869 WN 78
22,F,188,En Couple,4,FALSE,9189 NX 85
78,M,1273,Célibataire,0,FALSE,7487 XS 30
62,M,1045,En Couple,3,FALSE,3206 MT 91
84,F,1080,Célibataire,0,FALSE,3476 UK 96
58,F,449,En Couple,3,TRUE,6477 CJ 62
26,M,500,Célibataire,0,FALSE,5554 DS 53
79,F,204,En Couple,4,FALSE,194 RE 26
27,M,451,Célibataire,0,FALSE,6371 LP 41
39,M,1152,Célibataire,0,FALSE,25 NV 32
22,Féminin,569,Célibataire,0,FALSE,257 LV 82
66,M,969,Célibataire,0,FALSE,6381 JU 59
64,F,209,En Couple,4,FALSE,9068 UN 50
26,F,503,Célibataire,0,FALSE,9765 CJ 68
66,M,514,En Couple,0,FALSE,5776 EG 58
58,M,468,En Couple,1,FALSE,2801 WV 46
32,M,505,En Couple,4,FALSE,242 RS 65
35,F,573,Célibataire,0,FALSE,9148 HK 73
39,F,506,Célibataire,0,FALSE,6705 IM 70
48,M,470,En Couple,3,TRUE,3177 LY 95
41,F,168,Seul,0,FALSE,7846 ME 65
20,M,592,En Couple,4,FALSE,7622 AX 21
26,F,438,En Couple,1,FALSE,8198 GI 96
52,M,766,Célibataire,0,FALSE,9502 XH 25
59,F,1147,Célibataire,0,FALSE,4156 XF 50
26,M,495,Célibataire,0,FALSE,4032 YI 82
25,M,237,Célibataire,0,FALSE,6610 EN 83
48,M,477,En Couple,1,FALSE,9099 MZ 95
60,F,935,En Couple,3,FALSE,22 FB 45
62,M,580,En Couple,3,FALSE,6532 DE 46
57,M,1389,En Couple,1,TRUE,3126 DL 58
29,M,554,Célibataire,0,FALSE,4155 EP 95
70,M,1077,En Couple,0,FALSE,9623 XS 17
22,M,215,En Couple,0,FALSE,6684 AJ 36
24,M,502,En Couple,4,FALSE,455 WP 52
80,M,438,Célibataire,0,FALSE,9865 OY 26
57,M,446,En Couple,0,FALSE,4256 HW 89
29,M,158,Célibataire,0,FALSE,6114 QH 41
21,M,157,En Couple,4,FALSE,1222 OT 56
20,M,516,En Couple,4,FALSE,3759 SF 86
31,M,586,Célibataire,0,FALSE,9909 BT 75
35,F,516,Célibataire,0,FALSE,9921 MU 47
33,M,181,En Couple,0,FALSE,6453 ZS 88
76,M,408,Célibataire,0,FALSE,5239 KH 51
83,M,708,Célibataire,0,FALSE,6264 KZ 19
70,M,907,En Couple,4,FALSE,9492 LH 97
30,M,536,En Couple,2,FALSE,8136 AX 70
31,M,535,Célibataire,0,FALSE,3243 ET 22
19,F,228,En Couple,4,TRUE,5723 ZW 73
18,F,178,En Couple,2,TRUE,54 KE 56
18,M,170,Célibataire,0,FALSE,8065 WR 19
61,M,927,En Couple,2,FALSE,4775 BT 49
20,M,817,En Couple,1,FALSE,6146 WO 40
41,M,1280,En Couple,0,TRUE,959 YR 29
75,M,249,Célibataire,0,FALSE,433 LQ 55
83,M,155,Célibataire,0,FALSE,9445 GM 35
22,M,188,Célibataire,0,FALSE,9709 HZ 93
36,F,469,Célibataire,0,FALSE,4108 BE 89
30,M,767,En Couple,4,FALSE,6669 LS 53
53,F,170,En Couple,0,FALSE,944 IL 77
71,M,554,En Couple,1,FALSE,2609 DB 46
63,Masculin,415,En Couple,4,FALSE,182 DC 20
70,M,475,En Couple,3,TRUE,4870 TK 88
42,M,188,En Couple,0,TRUE,657 ML 45
58,F,564,Célibataire,0,FALSE,4975 GA 66
29,M,1270,Célibataire,0,FALSE,2761 EK 17
39,M,401,Célibataire,0,FALSE,2846 DR 41
34,F,202,En Couple,1,FALSE,8739 RI 73
24,M,573,Célibataire,0,FALSE,7803 SE 96
23,F,1004,Célibataire,0,FALSE,3710 PD 84
40,F,1017,En Couple,1,TRUE,3673 CL 20
38,M,456,Célibataire,0,FALSE,8050 LR 47
41,F,1138,Célibataire,0,FALSE,7029 QX 80
20,F,486,Célibataire,0,FALSE,6880 JZ 12
47,F,472,Seule,2,FALSE,3752 TK 85
44,F,432,En Couple,2,FALSE,5254 XU 31
28,F,569,En Couple,1,FALSE,6210 WI 79
50,M,428,En Couple,0,TRUE,8426 ON 15
25,M,485,Célibataire,0,FALSE,5759 EF 95
40,F,795,Célibataire,0,FALSE,8092 FT 52
55,M,964,En Couple,3,FALSE,6099 HJ 93
28,M,433,En Couple,3,TRUE,8694 TR 68
52,F,189,En Couple,0,FALSE,9231 BJ 76
59,M,1376,Célibataire,0,FALSE,5869 ZQ 33
41,M,225,En Couple,2,FALSE,5099 BE 59
31,M,-1,En Couple,1,FALSE,5007 QV 24
81,M,593,En Couple,0,FALSE,8540 EU 55
36,F,485,Célibataire,0,FALSE,7780 YY 29
56,M,153,Seul,0,FALSE,157 SV 27
20,M,872,Seule,2,FALSE,3054 XI 28
18,M,1018,En Couple,2,FALSE,119 VQ 57
28,F,582,Célibataire,0,FALSE,395 PP 60
62,M,242,Seule,1,FALSE,9979 OI 68
57,M,415,En Couple,0,FALSE,7919 MU 64
42,M,475,En Couple,0,FALSE,6611 TP 20
37,Femme,1305,En Couple,1,TRUE,5453 IL 80
31,F,225,En Couple,0,FALSE,2919 TT 77
54,M,539,Célibataire,0,FALSE,9805 OV 64
26,F,838,En Couple,2,FALSE,1892 GP 14
21,M,188,En Couple,2,FALSE,2068 YO 42
31,F,954,En Couple,1,FALSE,7012 QL 52
53,M,989,En Couple,0,FALSE,3665 FF 68
41,M,1250,Célibataire,0,FALSE,2794 IH 37
18,M,171,En Couple,2,FALSE,1595 JI 21
54,M,489,Célibataire,0,FALSE,6068 IY 52
38,M,1032,En Couple,1,TRUE,582 SU 23
25,M,1030,Seule,2,FALSE,4969 IC 43
61,M,923,En Couple,0,TRUE,7565 JN 72
37,M,1376,Célibataire,0,FALSE,7739 WB 93
39,M,468,Célibataire,0,FALSE,8134 ON 87
56,F,519,En Couple,1,TRUE,4292 RK 59
52,M,1117,Seule,2,FALSE,7107 HL 39
24,M,1091,Célibataire,0,FALSE,7402 OI 11
33,M,193,Célibataire,0,FALSE,4957 WL 97
83,M,538,En Couple,4,FALSE,1180 RO 61
79,M,591,Célibataire,0,FALSE,5273 CA 81
45,M,484,Seule,2,FALSE,1700 AH 32
31,M,749,Célibataire,0,FALSE,7748 TX 38
51,F,545,En Couple,3,FALSE,9316 GW 25
30,F,541,Célibataire,0,FALSE,5208 ZJ 82
41,F,578,En Couple,4,FALSE,2379 XC 62
76,M,527,En Couple,1,TRUE,7495 VJ 41
46,M,409,Célibataire,0,FALSE,655 TF 19
29,M,245,En Couple,2,FALSE,6348 YA 79
